"","0","1","2","3","4","5","6"
"95",0.93,0,0,0.03,0.01,0.03,0
"96",0.02,0.01,0.02,0.09,0.02,0.67,0.17
"97",0.01,0.04,0.92,0.02,0,0.01,0
"98",0,1,0,0,0,0,0
"99",0,1,0,0,0,0,0
"100",0.01,0.03,0.03,0.03,0.05,0.06,0.79
"101",0.01,0.16,0.35,0.08,0.01,0.1,0.29
"102",0,0.08,0.07,0.64,0.04,0.15,0.02
"103",0.01,0.07,0.04,0.01,0.03,0.32,0.52
"104",0.08,0.03,0.16,0.05,0.04,0.04,0.6
"105",0.05,0.01,0.05,0.61,0.01,0.22,0.05
"106",0.41,0,0.01,0.06,0.03,0.14,0.35
"107",0.05,0,0.05,0.68,0.06,0.13,0.03
"108",0.01,0,0.03,0.03,0.04,0.02,0.87
"109",0.33,0,0.01,0.26,0.05,0.27,0.08
"110",0.06,0.01,0.04,0.13,0.05,0.69,0.02
"111",0.01,0.06,0.61,0.26,0.01,0.03,0.02
"112",0,1,0,0,0,0,0
"113",0.72,0,0.05,0.02,0.05,0.1,0.06
"114",0.01,0.01,0.81,0.05,0.03,0.04,0.05
"115",0,0.02,0.87,0.07,0.02,0,0.02
"116",0.01,0.03,0.91,0.05,0,0,0
"117",0,0.95,0.01,0.02,0.01,0.01,0
"118",0.03,0.01,0.01,0.14,0,0.77,0.04
"119",0,0,0.05,0.02,0.04,0.04,0.85
"120",0.01,0,0.02,0,0.95,0,0.02
"121",0.01,0.59,0.11,0.03,0.02,0.22,0.02
"122",0.1,0,0.1,0.03,0.49,0.03,0.25
"123",0,1,0,0,0,0,0
"124",0,0.01,0.02,0,0.02,0.02,0.93
"125",0.01,0.01,0,0.28,0.02,0.66,0.02
"126",0,0,0.02,0.05,0.85,0.06,0.02
"127",0,1,0,0,0,0,0
"128",0,1,0,0,0,0,0
"129",0,0,0.02,0.01,0.04,0.03,0.9
"130",0.01,0.24,0.01,0.03,0.01,0.69,0.01
"131",0,0.97,0.01,0.01,0,0,0.01
"132",0,0.99,0,0,0,0,0.01
"133",0,0,0,0,0,0,1
"134",0.04,0.11,0.08,0.03,0.07,0.1,0.57
"135",0.04,0,0.07,0.12,0.01,0.56,0.2
"136",0.02,0,0.02,0.16,0.06,0.73,0.01
"137",0.02,0,0.05,0.02,0.05,0.04,0.82
"138",0,0.03,0.88,0.06,0,0.01,0.02
"139",0.12,0,0.38,0.21,0.06,0.12,0.11
"140",0.07,0,0.01,0.52,0.1,0.29,0.01
"141",0.01,0.01,0.14,0.75,0.04,0.03,0.02
"142",0.07,0,0.02,0.04,0.76,0.06,0.05
"143",0,0,0,0.01,0.99,0,0
"144",0,0,0.02,0.02,0.04,0.92,0
"145",0.03,0.01,0.02,0.01,0.88,0,0.05
"146",0,0.03,0.04,0.86,0.01,0.05,0.01
"147",0,0,0.01,0.01,0.01,0.01,0.96
"148",0,0,0,0.01,0.93,0.01,0.05
"149",0,1,0,0,0,0,0
"150",0,0.01,0.04,0.01,0.9,0,0.04
"151",0.02,0,0,0.04,0.83,0.1,0.01
"152",0.49,0.01,0.11,0.09,0.09,0.18,0.03
"153",0.03,0,0.01,0.12,0.02,0.82,0
"154",0.21,0,0.14,0.02,0.19,0.07,0.37
"155",0,0.98,0,0,0.01,0,0.01
"156",0.01,0.02,0.67,0.05,0,0.04,0.21
"157",0.12,0,0.02,0.06,0.04,0.74,0.02
"158",0.06,0,0.07,0.69,0.03,0.14,0.01
"159",0.02,0.01,0.02,0.05,0.01,0.03,0.86
"160",0.01,0,0.07,0.01,0.1,0.03,0.78
"161",0,0.05,0.07,0.04,0.82,0.01,0.01
"162",0.04,0.01,0.03,0.02,0.76,0.09,0.05
"163",0.8,0.02,0.07,0.05,0,0.06,0
"164",0,0.13,0.05,0.78,0.02,0.02,0
"165",0.01,0.11,0.68,0.07,0.04,0,0.09
"166",0.03,0.01,0.67,0.18,0,0.08,0.03
"167",0.94,0,0.02,0,0,0.04,0
"168",0.1,0,0.02,0.04,0.03,0.65,0.16
"169",0.06,0,0.07,0.01,0.73,0.08,0.05
"170",0,0,0,0,0,0,1
"171",0,0,0.12,0.01,0.08,0.02,0.77
"172",0,1,0,0,0,0,0
"173",0.07,0.01,0.06,0.72,0.09,0.04,0.01
"174",0.16,0.02,0.55,0.09,0.05,0.04,0.09
"175",0,0,0.01,0.01,0.03,0.02,0.93
"176",0.02,0.02,0,0.77,0.02,0.15,0.02
"177",0,0.01,0,0.92,0,0.06,0.01
"178",0,0,0.05,0.02,0.08,0.03,0.82
"179",0,0,0,0,1,0,0
"180",0.05,0.03,0.15,0.41,0.09,0.19,0.08
"181",0.95,0,0,0.01,0.01,0.03,0
"182",0.18,0.04,0.14,0.52,0,0.11,0.01
"183",0,0.95,0.02,0.02,0.01,0,0
"184",0.02,0,0.04,0.01,0.89,0.02,0.02
"185",0.08,0,0.05,0.08,0.06,0.69,0.04
"186",0,0,0.07,0,0.81,0.03,0.09
"187",0.01,0,0.03,0.08,0.84,0.04,0
"188",0,1,0,0,0,0,0
"189",0.33,0.03,0.15,0.15,0.03,0.21,0.1
"190",0.06,0,0.02,0.02,0.02,0.13,0.75
"191",0.01,0.14,0.09,0.44,0.05,0.1,0.17
"192",0.03,0,0.9,0,0.03,0,0.04
"193",0.04,0.02,0.02,0.02,0.05,0.03,0.82
"194",0,0.02,0.02,0.77,0.01,0.18,0
"195",0,0.94,0.01,0.04,0.01,0,0
"196",0.88,0,0.02,0.03,0.01,0.03,0.03
"197",0.85,0,0.03,0.01,0.01,0.07,0.03
"198",0.05,0,0.01,0.04,0.75,0.15,0
"199",0.03,0.02,0.73,0.14,0.03,0.03,0.02
"200",0.01,0.02,0,0.03,0.07,0.01,0.86
"201",0,0,0.04,0,0.03,0.02,0.91
"202",0.82,0,0.04,0,0.05,0.07,0.02
"203",0,1,0,0,0,0,0
"204",0,1,0,0,0,0,0
"205",0.02,0.01,0.02,0.17,0.02,0.68,0.08
"206",0.02,0,0.02,0.01,0.04,0.02,0.89
"207",0.01,0,0,0,0.97,0,0.02
"208",0.03,0,0.08,0.01,0.13,0.7,0.05
"209",0.02,0.01,0,0.02,0.13,0.78,0.04
"210",0.02,0,0.04,0,0.02,0.06,0.86
"211",0,1,0,0,0,0,0
"212",0.81,0,0.03,0.03,0.01,0.07,0.05
"213",0,0.01,0.01,0,0.98,0,0
"214",0.97,0,0.01,0,0,0.01,0.01
"215",0.03,0,0.04,0.02,0.78,0.06,0.07
"216",1,0,0,0,0,0,0
"217",0,0,0.02,0.01,0.94,0.03,0
"218",0,0.89,0.1,0.01,0,0,0
"219",0.11,0.01,0.31,0.02,0.33,0.11,0.11
"220",0.32,0,0,0.28,0.02,0.35,0.03
"221",0.22,0,0.02,0.22,0.03,0.43,0.08
"222",0.01,0,0.08,0.04,0.03,0.03,0.81
"223",0,1,0,0,0,0,0
"224",0,0.04,0.84,0.07,0.02,0.01,0.02
"225",0,0.01,0.87,0.03,0.01,0.01,0.07
"226",0.05,0,0.01,0.1,0.8,0.03,0.01
"227",0.87,0.01,0,0.01,0.05,0.04,0.02
"228",0.01,0,0.02,0.79,0.04,0.13,0.01
"229",0.03,0,0.05,0.81,0,0.1,0.01
"230",0,1,0,0,0,0,0
"231",0,0.03,0.03,0.01,0.36,0,0.57
"232",0,0.1,0.01,0.09,0.06,0.21,0.53
"233",0.95,0,0.01,0.01,0,0.01,0.02
"234",0.41,0,0.31,0.05,0.07,0.07,0.09
"235",0.01,0.01,0.94,0.01,0.01,0.01,0.01
"236",0.03,0.01,0.04,0.06,0.27,0.52,0.07
"237",0.21,0,0.09,0.33,0.04,0.32,0.01
"238",0.02,0.76,0.06,0.03,0,0.06,0.07
"239",0,0.02,0.04,0.74,0.07,0.13,0
"240",0.03,0.01,0.01,0.02,0.84,0.06,0.03
"241",0.08,0.05,0.08,0.59,0.1,0.06,0.04
"242",0.01,0,0,0.82,0.01,0.16,0
"243",0.13,0,0.05,0.05,0.13,0.54,0.1
"244",0.07,0.01,0.11,0.06,0.4,0.17,0.18
"245",0.93,0,0.01,0.01,0.01,0.03,0.01
"246",0,0.07,0.05,0.84,0,0.04,0
"247",0.02,0,0.05,0.07,0.02,0.07,0.77
"248",0.06,0.02,0.67,0.1,0.05,0.03,0.07
"249",0,1,0,0,0,0,0
"250",0.02,0.01,0.02,0.14,0.07,0.69,0.05
"251",0.84,0,0,0.06,0.03,0.07,0
"252",0.02,0,0.68,0.22,0.03,0.05,0
"253",0.82,0,0.02,0.03,0.01,0.09,0.03
"254",0.01,0,0.07,0,0.9,0.01,0.01
"255",0.93,0,0.02,0.02,0,0.01,0.02
"256",0,1,0,0,0,0,0
"257",0.09,0.04,0.08,0.13,0.47,0.1,0.09
"258",0.02,0.09,0.77,0.04,0.05,0.03,0
"259",0.01,0,0.1,0.03,0,0.03,0.83
"260",0.91,0,0.02,0.01,0.01,0.02,0.03
"261",0.88,0,0.05,0.02,0,0,0.05
"262",0,0.02,0.67,0.2,0.06,0.03,0.02
"263",0.02,0.02,0.1,0.67,0.03,0.14,0.02
"264",0.94,0,0.02,0.01,0,0.02,0.01
"265",0,0.01,0.95,0.04,0,0,0
"266",0.92,0,0.02,0.04,0,0.02,0
"267",0.01,0,0.89,0.06,0.01,0.01,0.02
"268",0.06,0.03,0.03,0.22,0.03,0.49,0.14
"269",0.63,0.01,0.14,0.01,0.08,0.03,0.1
"270",0,1,0,0,0,0,0
"271",0.04,0,0.07,0.01,0.82,0.03,0.03
"272",0.03,0,0.03,0.03,0.77,0.09,0.05
"273",0,0.05,0.65,0.15,0.01,0.04,0.1
"274",0.01,0.03,0.92,0.01,0.01,0.02,0
"275",0,1,0,0,0,0,0
"276",0.26,0.01,0.06,0.09,0.2,0.11,0.27
"277",0,0.95,0.02,0.02,0.01,0,0
"278",0,0.13,0.61,0.04,0.07,0.08,0.07
"279",0.7,0,0.04,0.09,0.04,0.12,0.01
"280",0,0.99,0,0.01,0,0,0
"281",0.05,0.01,0.53,0.21,0.08,0.09,0.03
"282",0.82,0,0.01,0.04,0.05,0.05,0.03
"283",0.92,0,0.01,0.01,0,0.04,0.02
"284",0.02,0,0.03,0.01,0.88,0.02,0.04
"285",0.17,0.01,0.05,0.03,0.09,0.49,0.16
"286",0,0.04,0.75,0.05,0.08,0.03,0.05
"287",0.03,0,0,0.01,0.04,0.05,0.87
"288",0,0,0.93,0.01,0.01,0.03,0.02
"289",0.02,0,0.14,0.05,0.46,0.1,0.23
"290",0.93,0,0.01,0.01,0.01,0.03,0.01
"291",0,1,0,0,0,0,0
"292",0,0,0,0,1,0,0
"293",0.74,0,0,0.06,0.03,0.13,0.04
"294",0.91,0,0.01,0.02,0.01,0.03,0.02
"295",0.97,0,0,0.01,0,0.01,0.01
"296",0.13,0,0.11,0.06,0.08,0.05,0.57
"297",0.02,0.01,0.04,0.71,0.02,0.16,0.04
"298",0.02,0,0.7,0.08,0.06,0.09,0.05
"299",0.01,0.25,0.26,0.14,0.06,0.14,0.14
"300",0.02,0.84,0.11,0.01,0.01,0,0.01
"301",0.02,0.01,0.85,0.04,0,0.06,0.02
"302",0.07,0.01,0.04,0.01,0.02,0.09,0.76
"303",0.89,0,0.03,0.01,0.02,0.03,0.02
"304",0.89,0,0.02,0.04,0.01,0.03,0.01
"305",0.04,0.02,0.83,0.03,0.03,0.01,0.04
"306",0.03,0.03,0.17,0.06,0.08,0.12,0.51
"307",0.02,0.04,0.72,0.1,0.03,0.07,0.02
"308",0,0,0.01,0.86,0.02,0.11,0
"309",0.01,0,0.04,0.03,0.85,0.06,0.01
"310",0.16,0.02,0.05,0.15,0.06,0.5,0.06
"311",0,1,0,0,0,0,0
"312",0.42,0.02,0.13,0.06,0.1,0.08,0.19
"313",0.02,0.02,0.02,0.05,0.02,0.84,0.03
"314",0,0.94,0.04,0.01,0,0.01,0
"315",0,0,0.03,0.89,0.01,0.07,0
"316",0,0,0.97,0.01,0.01,0.01,0
"317",0,0,0.01,0,0.01,0.01,0.97
"318",0.01,0.02,0.93,0.01,0.01,0.01,0.01
"319",0.05,0.03,0.07,0.7,0.03,0.08,0.04
"320",0.04,0.01,0.75,0.07,0.03,0.04,0.06
"321",0.01,0.01,0.03,0,0.88,0.05,0.02
"322",0.03,0.05,0.15,0.14,0.02,0.33,0.28
"323",0.52,0.01,0.13,0.06,0.09,0.03,0.16
"324",0.01,0.01,0,0.9,0,0.08,0
"325",0.01,0,0,0.9,0.02,0.07,0
"326",0.01,0,0,0.07,0.9,0.02,0
"327",0,0,0,0.01,0.97,0.02,0
"328",0.01,0,0.8,0.07,0.01,0.02,0.09
"329",0.08,0.03,0.12,0.49,0.01,0.2,0.07
"330",0.97,0,0,0,0,0.02,0.01
"331",0.04,0.02,0.5,0.27,0.09,0.05,0.03
"332",0.01,0.01,0.88,0.05,0.01,0,0.04
"333",0.02,0,0.06,0.02,0.06,0.01,0.83
"334",0.88,0,0,0.01,0.05,0.06,0
"335",0,1,0,0,0,0,0
"336",0.08,0.03,0.68,0.04,0.08,0.04,0.05
"337",0.02,0,0,0,0.96,0.01,0.01
"338",0.04,0.01,0.11,0.53,0.08,0.13,0.1
"339",0.21,0,0.03,0.31,0.05,0.33,0.07
"340",0.95,0,0,0.01,0,0.03,0.01
"341",0,0.99,0,0.01,0,0,0
"342",0.04,0.01,0.71,0.07,0.04,0.05,0.08
"343",0.01,0,0.03,0,0,0,0.96
"344",0,1,0,0,0,0,0
"345",0,0,0.01,0.95,0,0.04,0
"346",0,1,0,0,0,0,0
"347",0.21,0,0.64,0.03,0.02,0.04,0.06
"348",0.93,0,0,0.01,0.03,0.03,0
"349",0.07,0.01,0.12,0.14,0.14,0.44,0.08
"350",0,1,0,0,0,0,0
"351",0.02,0.08,0.19,0.26,0.06,0.2,0.19
"352",0.89,0.01,0,0.01,0.02,0.07,0
"353",0.05,0.01,0.05,0.03,0.28,0.51,0.07
"354",0.26,0,0.06,0.39,0.02,0.2,0.07
"355",0.03,0.02,0,0.03,0.89,0.01,0.02
"356",0.03,0.01,0.06,0.04,0.02,0.81,0.03
"357",0,0,0.01,0,0.99,0,0
"358",0.05,0.01,0.12,0.64,0,0.13,0.05
"359",0.02,0.09,0.03,0.02,0.67,0.14,0.03
"360",0.05,0.04,0.03,0.02,0.69,0.11,0.06
"361",0.08,0.01,0.12,0.63,0.01,0.14,0.01
"362",0,0,0.98,0.01,0,0,0.01
"363",0.02,0,0.68,0.11,0.04,0.05,0.1
"364",0.06,0.01,0.11,0.04,0.01,0.02,0.75
"365",0,0.92,0.03,0.03,0.01,0.01,0
"366",0.76,0,0.03,0.07,0.03,0.07,0.04
"367",0.04,0.01,0.03,0.07,0,0.8,0.05
"368",0.01,0.96,0.02,0,0.01,0,0
"369",0.02,0,0.01,0.1,0.14,0.68,0.05
"370",0.04,0.06,0.04,0.01,0.12,0.03,0.7
"371",0.04,0.1,0.13,0.22,0.12,0.33,0.06
"372",0,1,0,0,0,0,0
"373",0.09,0.01,0.06,0.06,0.05,0.06,0.67
"374",0,0,0.04,0.03,0.89,0.04,0
"375",0,1,0,0,0,0,0
"376",0.87,0,0.03,0.02,0.01,0.04,0.03
"377",0.35,0.01,0.07,0.29,0.09,0.12,0.07
"378",0.02,0.17,0.47,0.21,0.04,0.09,0
"379",0.68,0,0.04,0.12,0.03,0.11,0.02
"380",0.01,0,0.95,0.01,0,0.01,0.02
"381",0.01,0.03,0.81,0.13,0,0.02,0
"382",0.02,0.03,0.72,0.13,0.05,0.02,0.03
"383",0.01,0.01,0.02,0.78,0.02,0.15,0.01
"384",0,0.86,0,0.07,0.03,0.03,0.01
"385",0.86,0,0.02,0.04,0,0.06,0.02
"386",0.16,0.01,0.07,0.44,0.03,0.16,0.13
"387",0,1,0,0,0,0,0
"388",0.08,0,0.17,0.09,0.12,0.11,0.43
"389",0.04,0,0.2,0.68,0.03,0.04,0.01
"390",0,0.01,0.02,0.06,0.87,0.04,0
"391",0.01,0.27,0.16,0.36,0.07,0.13,0
"392",0,0.03,0.03,0.06,0.71,0.14,0.03
"393",0.02,0.04,0.03,0.02,0.01,0.05,0.83
"394",0.02,0.01,0.02,0.05,0.03,0.86,0.01
"395",0.11,0.4,0.05,0.13,0.03,0.18,0.1
"396",0.46,0.01,0.11,0.05,0.15,0.09,0.13
"397",0.01,0.01,0.01,0.08,0.83,0.03,0.03
"398",0,0.1,0.8,0.08,0.01,0,0.01
"399",0.86,0,0.01,0.04,0.02,0.03,0.04
"400",0,0,0.03,0,0.08,0.05,0.84
"401",0.79,0,0.06,0.1,0,0.02,0.03
"402",0,0.03,0.09,0.03,0.7,0.04,0.11
"403",0.85,0,0.02,0.01,0.03,0.06,0.03
"404",0,1,0,0,0,0,0
"405",0.02,0,0.15,0.69,0.03,0.06,0.05
"406",0.01,0,0,0.02,0.03,0.94,0
"407",0.93,0,0,0.03,0.01,0.02,0.01
"408",0.01,0,0.02,0.01,0.07,0.02,0.87
"409",0.92,0,0.03,0,0.01,0.04,0
"410",0,1,0,0,0,0,0
"411",0.83,0,0.04,0.02,0.04,0.01,0.06
"412",0.03,0.08,0.09,0.02,0.05,0.71,0.02
"413",0.2,0,0.07,0.03,0.45,0.06,0.19
"414",0.03,0,0.01,0.14,0.03,0.79,0
"415",0.53,0.02,0.06,0.17,0.06,0.08,0.08
"416",0.02,0.06,0.01,0.05,0.07,0.78,0.01
"417",0.11,0,0.06,0.19,0.02,0.6,0.02
"418",0.98,0,0,0,0,0.02,0
"419",0,0.91,0,0.02,0,0.01,0.06
"420",0,0,0,0.98,0,0.02,0
"421",0.02,0.29,0.16,0.03,0.04,0.44,0.02
"422",0.03,0,0.05,0.01,0.76,0.1,0.05
"423",0.01,0,0.85,0.06,0.02,0.03,0.03
"424",0.85,0,0.02,0.02,0.03,0.04,0.04
"425",0.04,0,0.04,0.01,0.1,0.03,0.78
"426",0.2,0,0.13,0.06,0.04,0.09,0.48
"427",0.03,0,0.01,0.01,0.89,0.03,0.03
"428",0.01,0.01,0.01,0.02,0.02,0.02,0.91
"429",0,0.99,0.01,0,0,0,0
"430",0.01,0.03,0.21,0.11,0.34,0.07,0.23
"431",0.03,0.01,0.05,0,0.15,0.02,0.74
"432",0,1,0,0,0,0,0
"433",0.98,0,0,0.01,0,0.01,0
"434",0.01,0.05,0.07,0.02,0.06,0.76,0.03
"435",0,0.01,0.04,0,0,0.01,0.94
"436",0.09,0,0.55,0.1,0.05,0.05,0.16
"437",0.03,0,0.1,0.02,0.05,0,0.8
"438",0.92,0,0.01,0,0.01,0.04,0.02
"439",0.4,0.01,0.16,0.23,0.07,0.06,0.07
"440",0,1,0,0,0,0,0
"441",0.14,0.04,0.01,0.08,0.07,0.64,0.02
"442",0.05,0,0.05,0.04,0.02,0.13,0.71
"443",0.05,0.03,0.63,0.13,0.05,0.03,0.08
"444",0.02,0,0.03,0.02,0.85,0.01,0.07
"445",0.01,0.01,0.01,0.03,0.9,0.02,0.02
"446",0,0,0,0.08,0.85,0.06,0.01
"447",0.01,0.01,0.71,0.07,0.03,0.05,0.12
"448",0,1,0,0,0,0,0
"449",0.02,0,0,0,0.95,0.01,0.02
"450",0,1,0,0,0,0,0
"451",0,0.99,0,0.01,0,0,0
"452",0,0,0.04,0,0,0.02,0.94
"453",1,0,0,0,0,0,0
"454",0.02,0.01,0.01,0.23,0.63,0.08,0.02
"455",0.01,0.04,0.03,0,0.14,0.08,0.7
"456",0.23,0.03,0.12,0.19,0.14,0.2,0.09
"457",0.01,0.11,0.74,0.08,0.01,0.02,0.03
"458",0.01,0.09,0.02,0.69,0.09,0.09,0.01
"459",0.02,0.75,0.07,0.04,0.05,0.01,0.06
"460",0.01,0,0.89,0.03,0.03,0.02,0.02
"461",0.12,0.01,0.03,0.19,0.04,0.59,0.02
"462",0.06,0.06,0.05,0.07,0.48,0.12,0.16
"463",0,0.71,0.1,0.14,0.01,0.02,0.02
"464",0.01,0.01,0.04,0.03,0.15,0.03,0.73
"465",0,1,0,0,0,0,0
"466",0.04,0,0.83,0.02,0.05,0,0.06
"467",0,0.99,0,0,0.01,0,0
"468",0,0.2,0,0.15,0.47,0.18,0
"469",0,0.19,0.03,0.07,0.61,0.08,0.02
"470",0.84,0,0.03,0.03,0.01,0.06,0.03
"471",0.01,0,0.88,0.02,0.03,0.02,0.04
"472",0.02,0,0.01,0.05,0.07,0.84,0.01
"473",0.03,0,0.04,0.15,0.01,0.73,0.04
"474",0.02,0,0.06,0.81,0,0.07,0.04
"475",0.02,0,0.06,0.01,0.82,0.02,0.07
"476",0,0.02,0.02,0.84,0,0.1,0.02
"477",0.01,0.03,0.01,0.8,0.01,0.12,0.02
"478",0,0.02,0.94,0.03,0.01,0,0
"479",0.06,0.04,0.22,0.18,0.16,0.24,0.1
"480",0.12,0.02,0.58,0.08,0.11,0.02,0.07
"481",0.92,0,0.01,0.01,0.02,0.02,0.02
"482",0.06,0,0.06,0,0.09,0.23,0.56
"483",0.01,0.02,0,0.05,0.87,0.03,0.02
"484",0.86,0.01,0.03,0,0,0.05,0.05
"485",0,1,0,0,0,0,0
"486",0,0,0.07,0.9,0.01,0.02,0
"487",0,1,0,0,0,0,0
"488",0.01,0,0.05,0.02,0.05,0.01,0.86
"489",0.05,0.02,0.61,0.14,0.01,0.01,0.16
"490",0,0.99,0,0.01,0,0,0
"491",0.04,0.01,0.31,0.19,0.09,0.12,0.24
"492",0.98,0,0.01,0,0,0.01,0
"493",0,0.06,0.02,0.03,0.85,0.03,0.01
"494",0,1,0,0,0,0,0
"495",0.01,0.03,0.03,0,0.03,0.88,0.02
"496",0.01,0.03,0.03,0.04,0.85,0.02,0.02
"497",0.87,0.01,0.05,0.05,0,0,0.02
"498",0.01,0,0.01,0.01,0,0.05,0.92
"499",0.05,0,0.01,0,0.03,0.05,0.86
"500",0.9,0,0.03,0,0.02,0.03,0.02
"501",0,0.06,0.03,0,0,0.01,0.9
"502",0.01,0.04,0.89,0.04,0,0.01,0.01
"503",0.04,0,0.03,0.02,0.87,0.02,0.02
"504",0.02,0.02,0.02,0.67,0.01,0.25,0.01
"505",0.03,0,0.03,0.74,0,0.19,0.01
"506",0,0.05,0.03,0.3,0.04,0.51,0.07
"507",0.01,0,0.02,0.04,0.04,0.02,0.87
"508",0.95,0,0.01,0.01,0,0.02,0.01
"509",0,0.03,0.03,0.74,0.04,0.16,0
"510",0.03,0.02,0.85,0.04,0.01,0.01,0.04
"511",0,0.01,0.95,0.01,0.01,0.01,0.01
"512",0,0,0.01,0.04,0.89,0.04,0.02
