"","0","1","2","3","4","5","6"
"53",0.775,0,0.02,0.085,0.005,0.09,0.025
"54",0.025,0.04,0.01,0.08,0.695,0.135,0.015
"55",0.89,0,0.035,0.025,0.005,0.025,0.02
"56",0,0.99,0.005,0,0,0.005,0
"57",0.865,0,0.03,0.02,0.015,0.055,0.015
"58",0.01,0.055,0.705,0.13,0.005,0.025,0.07
"59",0.82,0,0.005,0.04,0.02,0.09,0.025
"60",0,0.01,0.01,0.01,0.04,0.02,0.91
"61",0.09,0.015,0.14,0.035,0.55,0.055,0.115
"62",0.025,0.01,0.06,0.02,0.64,0.045,0.2
"63",0.035,0.035,0.54,0.335,0.01,0.04,0.005
"64",0.11,0.02,0.47,0.09,0.08,0.095,0.135
"65",0.025,0.005,0.095,0.04,0.06,0.035,0.74
"66",0.03,0,0.01,0.13,0.05,0.77,0.01
"67",0,0.795,0.01,0.12,0.015,0.02,0.04
"68",0,0,0.015,0.025,0.955,0,0.005
"69",0,0.055,0.675,0.165,0.015,0.03,0.06
"70",0,0.975,0.01,0.005,0,0.01,0
"71",0,0.025,0.01,0.04,0.88,0.04,0.005
"72",0.03,0.015,0.09,0.025,0.02,0.115,0.705
"73",0.955,0,0,0.01,0.005,0.015,0.015
"74",0.015,0.08,0.765,0.07,0.01,0.03,0.03
"75",0.97,0,0.01,0.005,0,0.01,0.005
"76",0.015,0.01,0.05,0.75,0.015,0.145,0.015
"77",0,1,0,0,0,0,0
"78",0.02,0.05,0.78,0.065,0.03,0.025,0.03
"79",0.03,0.005,0.045,0.01,0.06,0.035,0.815
"80",0.005,0,0.025,0.025,0.91,0.03,0.005
"81",0,0.005,0.005,0.92,0.015,0.05,0.005
"82",0.01,0.03,0.1,0.065,0.055,0.12,0.62
"83",0.915,0.005,0.015,0.015,0.025,0.025,0
"84",0.03,0.14,0.47,0.28,0.005,0.045,0.03
"85",0.015,0.025,0.03,0.375,0.01,0.5,0.045
"86",0.05,0.06,0.3,0.29,0.035,0.2,0.065
"87",0.025,0.02,0.28,0.485,0.04,0.06,0.09
"88",0.01,0,0.005,0.015,0.935,0.015,0.02
"89",0,0.955,0.01,0.005,0,0.01,0.02
"90",0.01,0.845,0.02,0.05,0.015,0.01,0.05
"91",0,0.995,0,0,0.005,0,0
"92",0.02,0.145,0.04,0.075,0.005,0.07,0.645
"93",0.01,0.015,0.07,0.02,0.14,0.025,0.72
"94",0.015,0.015,0.91,0.01,0.015,0.01,0.025
"95",0.06,0.025,0.025,0.26,0.06,0.5,0.07
"96",0,0.035,0.13,0.055,0.63,0.05,0.1
"97",0.02,0.01,0.045,0.115,0.025,0.74,0.045
"98",0.015,0.005,0.025,0.025,0.805,0.105,0.02
"99",0.885,0.005,0.02,0.025,0.005,0.04,0.02
"100",0.01,0.01,0.025,0.145,0.765,0.035,0.01
"101",0.625,0.005,0.035,0.08,0.055,0.13,0.07
"102",0.005,0.05,0.045,0.07,0.625,0.105,0.1
"103",0,1,0,0,0,0,0
"104",0,0.005,0.02,0.02,0.895,0.045,0.015
"105",0.075,0.035,0.245,0.41,0.04,0.105,0.09
"106",0.03,0,0.015,0.075,0.045,0.8,0.035
"107",0.025,0.01,0,0.605,0.03,0.285,0.045
"108",0.02,0.015,0.05,0.685,0.065,0.135,0.03
"109",0.22,0,0.09,0.07,0.1,0.07,0.45
"110",0.005,0.015,0.05,0.015,0.75,0.035,0.13
"111",0.01,0.005,0.03,0.895,0.015,0.04,0.005
"112",0.64,0.005,0.1,0.12,0.005,0.09,0.04
"113",0.04,0.02,0.695,0.02,0.09,0.065,0.07
"114",0.935,0,0.02,0.01,0.005,0.015,0.015
"115",0,0.015,0.015,0.905,0.005,0.06,0
"116",0.04,0.07,0.49,0.155,0.045,0.08,0.12
"117",0,0.01,0.8,0.085,0,0.015,0.09
"118",0.025,0.01,0.01,0.01,0.025,0.02,0.9
"119",0,0.97,0.02,0.005,0,0.005,0
"120",0.015,0,0.005,0.065,0.015,0.895,0.005
"121",0,0.985,0,0,0.005,0.01,0
"122",0.845,0,0.05,0.02,0.035,0.02,0.03
"123",0,0.995,0,0,0,0,0.005
"124",0.02,0.045,0.16,0.19,0.2,0.09,0.295
"125",0,0.985,0.005,0,0.005,0,0.005
"126",0.015,0,0.01,0.015,0.015,0.01,0.935
"127",0.13,0.025,0.14,0.48,0.025,0.12,0.08
"128",0.025,0.01,0.03,0.71,0.025,0.195,0.005
"129",0.05,0.015,0.265,0.515,0.05,0.095,0.01
"130",0.015,0.005,0.035,0.01,0.835,0.05,0.05
"131",0,1,0,0,0,0,0
"132",0.01,0,0.015,0.785,0.025,0.15,0.015
"133",0.025,0.055,0.015,0.485,0.01,0.36,0.05
"134",0,1,0,0,0,0,0
"135",0.005,0.005,0.025,0.005,0.005,0.02,0.935
"136",0.07,0.005,0.02,0.075,0.04,0.485,0.305
"137",0.805,0,0.065,0.025,0.01,0.03,0.065
"138",0.1,0.015,0.065,0.045,0.155,0.595,0.025
"139",0.555,0.015,0.075,0.06,0.065,0.11,0.12
"140",0.025,0.08,0.035,0.61,0.04,0.195,0.015
"141",0.06,0.04,0.185,0.07,0.285,0.17,0.19
"142",0.4,0.01,0.115,0.08,0.175,0.13,0.09
"143",0.015,0.035,0.02,0.025,0.78,0.1,0.025
"144",0.905,0,0.005,0.045,0,0.025,0.02
"145",0.065,0.02,0.03,0.09,0.05,0.675,0.07
"146",0,0.035,0.83,0.09,0.01,0.015,0.02
"147",0,1,0,0,0,0,0
"148",0,0.935,0.01,0.005,0.015,0.015,0.02
"149",0.09,0,0.115,0.045,0.16,0.08,0.51
"150",0.035,0.02,0.035,0.745,0.035,0.105,0.025
"151",0.005,0.025,0.885,0.06,0,0.005,0.02
"152",0.005,0.01,0.945,0.035,0,0,0.005
"153",0,0.92,0.015,0.02,0.01,0.015,0.02
"154",0.055,0,0.04,0.01,0.035,0.03,0.83
"155",0.005,0.02,0.01,0.76,0.115,0.075,0.015
"156",0,0.98,0.005,0.005,0.01,0,0
"157",0.005,0.015,0.025,0.13,0.73,0.07,0.025
"158",0.005,0.015,0.015,0.095,0.01,0.845,0.015
"159",0.005,0.015,0.055,0.045,0.01,0.03,0.84
"160",0.01,0.12,0.08,0.065,0.015,0.045,0.665
"161",0,0.92,0.04,0.01,0,0,0.03
"162",0.025,0.03,0.14,0.015,0.64,0.095,0.055
"163",0.025,0.035,0.72,0.075,0.04,0.045,0.06
"164",0.005,0,0.02,0.01,0.03,0.025,0.91
"165",0,0.9,0.045,0.015,0,0.01,0.03
"166",0.05,0.005,0.76,0.105,0.05,0.02,0.01
"167",0,0.005,0.875,0.085,0.01,0.005,0.02
"168",0.04,0.01,0.08,0.035,0.09,0.065,0.68
"169",0.005,0.99,0,0,0,0.005,0
"170",0.91,0,0.025,0.02,0.015,0.01,0.02
"171",0.07,0.025,0.025,0.38,0.03,0.455,0.015
"172",0,0.985,0,0,0,0.005,0.01
"173",0.035,0.005,0.045,0.245,0.03,0.625,0.015
"174",0.015,0.005,0.02,0.705,0.005,0.18,0.07
"175",0.01,0,0.005,0.02,0.915,0.035,0.015
"176",0.02,0.055,0.055,0.43,0.055,0.305,0.08
"177",0.005,0.785,0,0.05,0.06,0.085,0.015
"178",0.01,0.015,0.075,0.02,0.07,0.04,0.77
"179",0.015,0.01,0.035,0.025,0.08,0.045,0.79
"180",0.02,0.02,0.165,0.705,0.02,0.035,0.035
"181",0.03,0.015,0.06,0.035,0.17,0.58,0.11
"182",0,0.92,0.015,0.045,0.005,0.01,0.005
"183",0,0.975,0.005,0.01,0,0.005,0.005
"184",0.03,0.005,0.005,0.355,0,0.59,0.015
"185",0.015,0,0.015,0.065,0.835,0.055,0.015
"186",0.015,0.125,0.06,0.155,0.5,0.13,0.015
"187",0.03,0.005,0.09,0.75,0.025,0.065,0.035
"188",0.03,0.01,0.02,0.205,0.03,0.66,0.045
"189",0,0.975,0.005,0.005,0,0,0.015
"190",0,0.995,0,0,0,0,0.005
"191",0,0.995,0.005,0,0,0,0
"192",0.005,0.2,0.265,0.015,0.115,0.045,0.355
"193",0,0.94,0.015,0.015,0.01,0.005,0.015
"194",0.775,0,0.055,0.01,0.045,0.095,0.02
"195",0.04,0,0.06,0.075,0.065,0.11,0.65
"196",0,0.91,0.02,0.035,0.005,0.01,0.02
"197",0.045,0,0.035,0.075,0.035,0.77,0.04
"198",0,0.975,0.005,0.005,0.005,0.005,0.005
"199",0.04,0.02,0.04,0.01,0.025,0.075,0.79
"200",0.01,0.09,0.03,0.725,0.05,0.07,0.025
"201",0.08,0.105,0.425,0.13,0.04,0.17,0.05
"202",0,0,0.01,0.01,0.95,0.015,0.015
"203",0.1,0.015,0.11,0.42,0.03,0.295,0.03
"204",0.11,0.005,0.525,0.205,0.025,0.06,0.07
"205",0.01,0,0.01,0.035,0.035,0.025,0.885
"206",0,1,0,0,0,0,0
"207",0,0.065,0.075,0.025,0.015,0.035,0.785
"208",0.03,0,0.015,0.025,0.005,0.045,0.88
"209",0.02,0.02,0,0.815,0.08,0.06,0.005
"210",0.01,0.01,0.05,0.9,0.01,0.015,0.005
"211",0.775,0.005,0.055,0.085,0.015,0.045,0.02
"212",0.12,0.015,0.1,0.505,0.02,0.16,0.08
"213",0.015,0.005,0.01,0.135,0.05,0.745,0.04
"214",0,1,0,0,0,0,0
"215",0.03,0.005,0.01,0.825,0.005,0.12,0.005
"216",0.885,0,0.055,0.015,0.01,0.02,0.015
"217",0.05,0.035,0.05,0.285,0.04,0.495,0.045
"218",0,0.005,0.015,0.03,0.89,0.055,0.005
"219",0.06,0,0.05,0.02,0.01,0.015,0.845
"220",0,0.985,0,0.005,0,0,0.01
"221",0,0.98,0,0.005,0.01,0.005,0
"222",0.715,0,0.045,0.035,0.09,0.065,0.05
"223",0.075,0,0.045,0.16,0.155,0.525,0.04
"224",0,0.985,0.005,0.005,0,0.005,0
"225",0.87,0,0.04,0.03,0.01,0.025,0.025
"226",0.005,0.04,0.785,0.05,0.025,0.015,0.08
"227",0.025,0.02,0.81,0.095,0.015,0.01,0.025
"228",0,0.08,0.025,0.08,0.665,0.115,0.035
"229",0.06,0,0.33,0.03,0.37,0.12,0.09
"230",0.745,0.005,0.03,0.04,0.025,0.12,0.035
"231",0.04,0.01,0.28,0.03,0.15,0.04,0.45
"232",0.06,0,0.04,0.685,0.03,0.17,0.015
"233",0.03,0,0.025,0,0.89,0.035,0.02
"234",0.005,0.04,0.015,0.785,0.035,0.11,0.01
"235",0.125,0,0.065,0.47,0.02,0.265,0.055
"236",0.06,0.01,0.07,0.74,0.02,0.085,0.015
"237",0.985,0,0,0.005,0,0.01,0
"238",0.11,0.05,0.145,0.035,0.44,0.115,0.105
"239",0.82,0,0.075,0.01,0.005,0.04,0.05
"240",0,0.965,0,0.01,0,0.015,0.01
"241",0.015,0.005,0.02,0.85,0.02,0.075,0.015
"242",0,0.985,0,0.015,0,0,0
"243",0.1,0.025,0.1,0.075,0.095,0.095,0.51
"244",0.145,0.055,0.13,0.365,0.09,0.17,0.045
"245",0,0.995,0,0,0,0.005,0
"246",0,0.995,0,0.005,0,0,0
"247",0,1,0,0,0,0,0
"248",0.085,0.01,0.075,0.045,0.055,0.055,0.675
"249",0,0.005,0.015,0.015,0.91,0.055,0
"250",0.015,0.005,0.865,0.02,0.04,0.02,0.035
"251",0,0.99,0.005,0,0,0,0.005
"252",0.01,0.005,0.045,0.04,0.32,0.49,0.09
"253",0.07,0.005,0.065,0.21,0.05,0.535,0.065
"254",0.06,0.035,0.115,0.57,0.02,0.18,0.02
"255",0,0.02,0.02,0.875,0.01,0.055,0.02
"256",0.96,0,0.01,0.005,0.005,0.015,0.005
"257",0.025,0.005,0.775,0.1,0.025,0.05,0.02
"258",0.945,0.02,0.005,0.01,0,0.01,0.01
"259",0.965,0,0,0.02,0.005,0.005,0.005
"260",0.01,0,0,0.945,0.005,0.04,0
"261",0,0.12,0.715,0.035,0.035,0.025,0.07
"262",0.025,0.655,0.05,0.135,0.045,0.025,0.065
"263",0.13,0,0.115,0.045,0.51,0.14,0.06
"264",0.01,0.005,0.01,0,0.03,0.03,0.915
"265",0.075,0.015,0.095,0.43,0.06,0.27,0.055
"266",0.005,0.02,0.065,0.065,0.785,0.03,0.03
"267",0.115,0.005,0.08,0.71,0.01,0.065,0.015
"268",0,0.94,0.025,0.005,0,0.005,0.025
"269",0.01,0.005,0,0.01,0.96,0.015,0
"270",0,1,0,0,0,0,0
"271",0.005,0.105,0.13,0.545,0.105,0.085,0.025
"272",0.01,0.005,0.045,0.075,0.725,0.1,0.04
"273",0.01,0.005,0.05,0.01,0.03,0.025,0.87
"274",0.015,0.005,0.07,0.06,0.695,0.06,0.095
"275",0.02,0.02,0.005,0.09,0.045,0.805,0.015
"276",0.035,0,0.04,0.02,0.055,0.05,0.8
"277",0.085,0,0.05,0.51,0.02,0.28,0.055
"278",0.75,0.01,0.045,0.05,0.025,0.09,0.03
"279",0.92,0,0.01,0.015,0,0.045,0.01
"280",0.93,0.005,0.01,0.015,0.005,0.02,0.015
"281",0.925,0,0.02,0.01,0.005,0.01,0.03
"282",0.025,0,0.685,0.175,0.035,0.025,0.055
"283",0.01,0.01,0.92,0.015,0.01,0.005,0.03
"284",0.005,0.015,0.895,0.005,0.02,0.015,0.045
"285",0,0.005,0.91,0.03,0.01,0.015,0.03
"286",0.015,0,0.025,0.025,0.89,0.02,0.025
"287",0.035,0.005,0.05,0.555,0.065,0.2,0.09
"288",0.025,0,0.945,0.01,0.01,0,0.01
"289",0.01,0.005,0.03,0,0.02,0.005,0.93
"290",0,0.985,0.005,0.005,0,0.005,0
"291",0.02,0.025,0.02,0.025,0.835,0.045,0.03
"292",0.01,0.025,0.855,0.06,0.02,0.01,0.02
"293",0.02,0.005,0.9,0.015,0.01,0.01,0.04
"294",0,0.965,0,0.01,0.005,0.005,0.015
"295",0,0.005,0.965,0.005,0.005,0.005,0.015
"296",0,0.04,0.94,0.005,0.005,0.01,0
"297",0.015,0,0.01,0.005,0.13,0.01,0.83
"298",0.13,0.025,0.355,0.1,0.095,0.165,0.13
"299",0.79,0.005,0.045,0.03,0.03,0.08,0.02
"300",0,0.995,0,0.005,0,0,0
"301",0,0.01,0.02,0.93,0.015,0.025,0
"302",0.015,0,0.065,0.025,0.04,0.01,0.845
"303",0.01,0.015,0.035,0.045,0.85,0.02,0.025
"304",0.135,0.01,0.085,0.035,0.165,0.055,0.515
"305",0.005,0.005,0.03,0.01,0.05,0.04,0.86
"306",0,0,0.015,0.93,0.01,0.035,0.01
"307",0,1,0,0,0,0,0
"308",0,0.89,0.02,0.005,0.03,0.04,0.015
"309",0.01,0,0.005,0.13,0.02,0.805,0.03
"310",0.905,0,0.005,0.005,0.02,0.05,0.015
"311",0.63,0,0.01,0.205,0.03,0.1,0.025
"312",0.07,0.025,0.15,0.635,0.015,0.085,0.02
"313",0.095,0,0.08,0.065,0.17,0.05,0.54
"314",0.03,0.005,0.05,0.02,0.02,0.025,0.85
"315",0.035,0.035,0.11,0.51,0.1,0.195,0.015
"316",0.01,0.005,0.01,0.02,0,0.01,0.945
"317",0.03,0.045,0.595,0.16,0.025,0.02,0.125
"318",0.01,0.05,0.055,0.025,0.135,0.63,0.095
"319",0,0.23,0.1,0.415,0.125,0.08,0.05
"320",0.09,0,0.045,0.68,0.065,0.1,0.02
"321",0.155,0,0.055,0.015,0.525,0.125,0.125
"322",0.005,0,0.015,0.015,0.01,0.005,0.95
"323",0.02,0.015,0.085,0.075,0.645,0.055,0.105
"324",0.015,0.015,0.025,0.02,0.895,0.02,0.01
"325",0.01,0.065,0.825,0.085,0,0.01,0.005
"326",0.02,0.015,0.055,0.045,0.595,0.06,0.21
"327",0,0.995,0,0.005,0,0,0
"328",0,1,0,0,0,0,0
"329",0.005,0.965,0.005,0,0,0.005,0.02
"330",0.05,0.005,0.015,0.77,0.005,0.14,0.015
"331",0,0.005,0.02,0.035,0.895,0.035,0.01
"332",0.795,0,0.04,0.005,0.02,0.055,0.085
"333",0.005,0.005,0.015,0.01,0.105,0.005,0.855
"334",0.005,0,0.01,0.005,0.02,0.005,0.955
"335",0,0.055,0.875,0.06,0.005,0.005,0
"336",0.005,0,0.03,0.045,0.745,0.1,0.075
"337",0.02,0.01,0.055,0.12,0.73,0.045,0.02
"338",0,0.965,0.02,0,0.005,0,0.01
"339",0.78,0,0.08,0.025,0.01,0.015,0.09
"340",0.025,0.005,0.035,0.005,0.855,0.02,0.055
"341",0.055,0.01,0.055,0.065,0.065,0.05,0.7
"342",0.675,0.01,0.065,0.075,0.045,0.11,0.02
"343",0.005,0.695,0.13,0.045,0.005,0.095,0.025
"344",0.085,0.03,0.185,0.32,0.045,0.115,0.22
"345",0.96,0,0.005,0,0.015,0.01,0.01
"346",0.295,0,0.045,0.145,0.055,0.425,0.035
"347",0.02,0.015,0.03,0.295,0.01,0.61,0.02
"348",0.86,0.005,0.05,0.015,0.02,0.035,0.015
"349",0.04,0.015,0.015,0.76,0.055,0.1,0.015
"350",0,0.995,0.005,0,0,0,0
"351",0.035,0,0.03,0.015,0.835,0.08,0.005
"352",0,1,0,0,0,0,0
"353",0.015,0.045,0.035,0.145,0.135,0.57,0.055
"354",0.01,0,0.05,0.02,0.13,0.02,0.77
"355",0.005,0.595,0.13,0.06,0.055,0.135,0.02
"356",0.025,0.03,0.015,0.39,0.01,0.505,0.025
"357",0.005,0.015,0.015,0.61,0.05,0.285,0.02
"358",0.005,0.005,0,0.93,0.015,0.04,0.005
"359",0.015,0.005,0.05,0.185,0.26,0.4,0.085
"360",0.075,0,0.01,0.15,0.015,0.715,0.035
"361",0.22,0.025,0.25,0.08,0.215,0.1,0.11
"362",0.065,0.01,0.77,0.005,0.045,0.03,0.075
"363",0.01,0,0,0,0.975,0.01,0.005
"364",0.195,0.02,0.28,0.03,0.21,0.14,0.125
"365",0.15,0.04,0.11,0.135,0.2,0.3,0.065
"366",0.025,0.01,0.04,0.055,0.05,0.02,0.8
"367",0.005,0.105,0.02,0.11,0.61,0.115,0.035
"368",0,0.005,0.005,0.01,0.925,0.05,0.005
"369",0.68,0,0.05,0.065,0.075,0.095,0.035
"370",0,0.98,0,0.005,0.005,0,0.01
"371",0.02,0.005,0.045,0.79,0.03,0.085,0.025
"372",0.125,0.01,0.445,0.145,0.035,0.065,0.175
"373",0.05,0.035,0.23,0.365,0.16,0.155,0.005
"374",0.02,0.01,0.015,0.115,0.075,0.76,0.005
"375",0.06,0,0.03,0.015,0.775,0.08,0.04
"376",0.005,0.005,0.94,0.035,0.01,0,0.005
"377",0.015,0.035,0.02,0.065,0.805,0.05,0.01
"378",0.025,0,0.03,0.025,0.015,0.86,0.045
"379",0.025,0.005,0.03,0.04,0.785,0.075,0.04
"380",0.195,0,0.02,0.205,0.05,0.49,0.04
"381",0.025,0.015,0.8,0.13,0,0.025,0.005
"382",0.035,0.005,0.005,0.075,0.025,0.85,0.005
"383",0.005,0.955,0.01,0.005,0.005,0.02,0
"384",0,0.945,0.03,0.02,0,0.005,0
"385",0.1,0.02,0.105,0.275,0.015,0.435,0.05
"386",0.06,0,0.07,0.69,0.055,0.08,0.045
"387",0.005,0.915,0.01,0.025,0,0.015,0.03
"388",0.06,0,0.095,0.035,0.08,0.025,0.705
"389",0.005,0.01,0.025,0.005,0.02,0.01,0.925
"390",0.16,0,0.48,0.25,0.005,0.045,0.06
"391",0.01,0.015,0.9,0.035,0.005,0.025,0.01
"392",0.01,0.035,0.275,0.06,0.465,0.065,0.09
"393",0.01,0.015,0.04,0.86,0,0.06,0.015
"394",0.01,0.02,0.035,0.665,0.05,0.215,0.005
"395",0.72,0,0.055,0.025,0.035,0.045,0.12
"396",0,0.995,0,0,0,0,0.005
"397",0.3,0.01,0.11,0.215,0.07,0.19,0.105
"398",0.94,0,0.005,0.015,0.005,0.03,0.005
"399",0.84,0.015,0,0.045,0,0.065,0.035
"400",0,0.99,0.005,0.005,0,0,0
"401",0.99,0,0,0,0,0.01,0
"402",0.04,0,0.04,0.225,0.09,0.54,0.065
"403",0.06,0.065,0.05,0.03,0.105,0.445,0.245
"404",0.005,0.005,0.005,0.02,0.02,0,0.945
"405",0.015,0.005,0.03,0.02,0.9,0.015,0.015
"406",0,1,0,0,0,0,0
"407",0.01,0,0.035,0.01,0.005,0.01,0.93
"408",0,0,0.005,0.015,0.965,0.01,0.005
"409",0,0,0.015,0.015,0.025,0.02,0.925
"410",0.03,0,0.745,0.085,0.02,0.04,0.08
"411",0,1,0,0,0,0,0
"412",0.08,0,0.515,0.135,0.04,0.06,0.17
"413",0.15,0.05,0.405,0.14,0.09,0.08,0.085
"414",0.005,0.025,0.915,0.015,0.005,0.01,0.025
"415",0.02,0.34,0.055,0.105,0.185,0.195,0.1
"416",0.015,0.025,0.755,0.03,0.01,0.03,0.135
"417",0.03,0.02,0.06,0.035,0.745,0.06,0.05
"418",0,0.995,0,0.005,0,0,0
"419",0.035,0.005,0.015,0.835,0.03,0.08,0
"420",0,0.985,0,0,0,0.01,0.005
"421",0.94,0,0.01,0.015,0,0.03,0.005
"422",0.975,0,0,0,0.005,0.005,0.015
"423",0,1,0,0,0,0,0
"424",0.645,0.005,0.02,0.075,0.03,0.2,0.025
"425",0,1,0,0,0,0,0
"426",0,1,0,0,0,0,0
"427",0.955,0,0,0,0.005,0.015,0.025
"428",0.965,0,0,0.005,0,0.025,0.005
"429",0.01,0.015,0.04,0.01,0.03,0.015,0.88
"430",0.01,0,0.025,0.05,0.88,0.025,0.01
"431",0.015,0.02,0.85,0.06,0.01,0.01,0.035
"432",0.105,0.015,0.02,0.265,0.03,0.5,0.065
"433",0.845,0,0.02,0.02,0.015,0.055,0.045
"434",0.005,0.045,0.03,0.095,0.015,0.8,0.01
"435",0.04,0,0.02,0.005,0.84,0.055,0.04
"436",0.005,0.03,0.035,0.035,0.855,0.04,0
"437",0.96,0.005,0.01,0,0.015,0.005,0.005
"438",0.92,0,0.015,0.02,0.01,0.02,0.015
"439",0,1,0,0,0,0,0
"440",0,0,0.005,0.015,0.035,0.005,0.94
"441",0.01,0.865,0.045,0.015,0.005,0.03,0.03
"442",0.915,0,0,0.025,0.005,0.045,0.01
"443",0.11,0.03,0.135,0.05,0.09,0.055,0.53
"444",0.02,0,0.02,0.015,0.905,0.015,0.025
"445",0.045,0,0.015,0.035,0.075,0.04,0.79
"446",0.015,0.06,0.665,0.055,0.025,0.02,0.16
"447",0.6,0.005,0.025,0.14,0.075,0.09,0.065
"448",0,1,0,0,0,0,0
"449",0.94,0,0.005,0.01,0,0.025,0.02
"450",0,0,0.045,0.005,0.925,0.01,0.015
"451",0.04,0.01,0.71,0.025,0.09,0.035,0.09
"452",0.055,0.02,0.02,0.04,0.05,0.755,0.06
"453",0.86,0,0.045,0.005,0.025,0.045,0.02
"454",0.005,0,0,0.01,0.975,0.01,0
"455",0.01,0,0.04,0.025,0.02,0.04,0.865
"456",0.015,0.025,0.9,0.025,0.005,0.02,0.01
"457",0.165,0,0.75,0.025,0.015,0.015,0.03
"458",0.015,0,0,0.925,0.01,0.045,0.005
"459",0.05,0.59,0.025,0.025,0.04,0.11,0.16
"460",0.855,0,0.02,0.015,0.005,0.045,0.06
"461",0,1,0,0,0,0,0
"462",0.015,0.07,0.1,0.575,0.085,0.15,0.005
"463",0.025,0.025,0.74,0.025,0.055,0.02,0.11
"464",0.895,0.005,0.025,0.02,0.005,0.03,0.02
"465",0.06,0.025,0.04,0.485,0.015,0.355,0.02
"466",0.03,0,0.71,0.015,0.08,0.01,0.155
"467",0.015,0.005,0.045,0.03,0.785,0.065,0.055
"468",0.02,0.02,0.02,0.005,0.07,0.86,0.005
"469",0.04,0.055,0.065,0.065,0.25,0.41,0.115
"470",0.04,0.01,0.745,0.025,0.08,0.025,0.075
"471",0,0.01,0.055,0.91,0,0.02,0.005
"472",0.06,0,0.025,0.51,0.045,0.345,0.015
"473",0.04,0.01,0.05,0.81,0.01,0.075,0.005
"474",0.035,0.015,0.025,0.015,0.07,0.08,0.76
"475",0,0.965,0,0.02,0,0.015,0
"476",0.045,0,0.075,0.005,0.265,0.04,0.57
"477",0.86,0.005,0.055,0,0.015,0.04,0.025
"478",0.01,0.005,0.005,0.095,0.005,0.845,0.035
"479",0.93,0.01,0.005,0,0,0.05,0.005
"480",0.01,0.025,0,0.025,0.88,0.04,0.02
"481",0,0.03,0.03,0.08,0.77,0.07,0.02
"482",0.895,0.005,0.02,0.005,0.02,0.04,0.015
"483",0.025,0,0.065,0.02,0.03,0.025,0.835
"484",0.025,0.06,0.41,0.04,0.355,0.065,0.045
"485",0,0.01,0.015,0.26,0.025,0.67,0.02
"486",0.01,0,0.01,0.015,0.005,0.01,0.95
"487",0.005,0,0.93,0.02,0.02,0.01,0.015
